,price,Price_sqft,locality,Division,region,latitude,longitude,area,Status,neworold,parking,Bedrooms,Bathrooms,Balcony,Lift,Furnished_status,type_of_building
1662,5200000,3851.852,"Amrapali Village Indrapuram, Indirapuram",Ghaziabad,east,28.634729,77.35832,1350.0,Under Construction,Resale,0,2,2,2,0,Semi-Furnished,Flat
1663,4000000,4000.0,"2/4, Vaishali Extension, Ghaziabad, Uttar Pradesh, India., Vaishali Extension",Ghaziabad,east,28.6520739,77.3493764,1000.0,Under Construction,Resale,0,2,2,2,0,Semi-Furnished,Flat
1664,5000000,3289.474,Chiranjiv Vihar,Ghaziabad,east,28.6701035,77.4724725,1520.0,Under Construction,Resale,0,3,3,0,0,Semi-Furnished,Individual House
1665,12100000,7902.069,Sector 24 Rohini,New Delhi - Rohini,north,28.7281514404759,77.0842806312878,1100.0,Under Construction,Resale,0,3,2,1,0,Semi-Furnished,Individual House
1667,7500000,6147.541,"sector 76, Sector 76",Noida,east,28.575371,77.3843750590211,1220.0,Under Construction,Resale,0,3,2,2,0,Semi-Furnished,Flat
1668,8000000,4469.274,"Sector 82, Gurgaon., Sector 82",Gurgaon,west,28.395841,76.962664,1790.0,Under Construction,Resale,1,3,3,2,0,Semi-Furnished,Flat
1669,4500000,3673.469,Beta 2,Greater Noida,east,28.4846690152963,77.5138622752364,1225.0,Under Construction,Resale,0,3,2,0,0,Semi-Furnished,Flat
1670,7600000,4000.0,Sector 88,Faridabad,south,28.4167716612587,77.3552222956695,1900.0,Under Construction,Resale,0,4,4,4,0,Semi-Furnished,Individual House
1671,3400000,3400.0,Chuharpur Khadar,Greater Noida,east,28.4265996,77.5077563,1000.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1672,8800000,5204.021,Sector 100,Noida,east,28.5434121846104,77.367853,1691.0,Under Construction,Resale,0,3,4,3,0,Semi-Furnished,Flat
1673,3700000,3830.228,Sector 85,Faridabad,south,28.4042306,77.3559561,966.0,Under Construction,Resale,1,3,2,0,1,Unfurnished,Individual House
1674,8800000,4400.0,Sector 87,Faridabad,south,28.419868,77.341057,2000.0,Under Construction,Resale,0,3,2,0,0,Semi-Furnished,Flat
1675,3800000,5428.571,Gyan Khand 2,Ghaziabad,east,28.6436225,77.352839,700.0,Under Construction,Resale,1,2,2,1,0,Semi-Furnished,Flat
1676,8500000,7902.069,Sector 15,Gurgaon,west,28.4563861,77.0427847,900.0,Under Construction,Resale,1,2,2,0,0,Semi-Furnished,Individual House
1677,4000000,4210.526,"1466., Sector 65",Faridabad,south,28.3113031,77.339111,950.0,Under Construction,Resale,2,2,2,1,0,Unfurnished,Flat
1678,5800000,5400.372,Sector 78,Noida,east,28.5645262550154,77.3837088317449,1074.0,Under Construction,Resale,0,2,2,4,0,Semi-Furnished,Individual House
1679,2100000,2100.0,Loni,Ghaziabad,east,28.738864,77.263605,1000.0,Under Construction,New Property,0,2,2,1,0,Semi-Furnished,Flat
1681,4200000,4666.667,"Rz 21 C syndicate enclave street no.5 dabri more new delhi 110045, Dabri",New Delhi - West,north,28.60865974426269,77.0905990600586,900.0,Under Construction,Resale,0,3,2,2,0,Unfurnished,Individual House
1682,7600000,4405.797,"Main, Dwarka Expy, Sector 84, Gurugram, Haryana, Sector 84",Gurgaon,west,28.403432,76.965023,1725.0,Under Construction,Resale,0,3,3,0,0,Semi-Furnished,Flat
1683,5000000,7692.308,"4th floor, Sector 8 Dwarka",New Delhi - Dwarka,south,28.5712739,77.07314,650.0,Under Construction,Resale,1,2,2,1,0,Semi-Furnished,Flat
1685,7000000,4093.567,"Sector 1, Greater Noida, Sector 1",Greater Noida,east,28.5661101,77.4406099,1710.0,Under Construction,Resale,1,3,4,4,2,Semi-Furnished,Individual House
1686,11800000,7108.434,"Plot No. 14, Sector 75, Noida, Uttar Pradesh 201301, Sector 75",Noida,east,28.575428009033203,77.38191986083984,1660.0,Under Construction,Resale,1,3,3,5,3,Semi-Furnished,Individual House
1687,3300000,3000.0,"NH 24, Ghaziabad, NH 24",Ghaziabad,east,28.666747,77.479096,1100.0,Under Construction,Resale,1,2,3,3,2,Semi-Furnished,Flat
1689,3500000,3684.211,Shakti Khand 2,Ghaziabad,east,28.6467392,77.3709475,950.0,Under Construction,Resale,1,2,2,1,0,Semi-Furnished,Flat
1690,4500000,3600.0,Crossings Republik,Ghaziabad,east,28.626162,77.437698,1250.0,Under Construction,Resale,1,2,2,0,0,Semi-Furnished,Individual House
1691,4000000,3636.364,"Lal Kuan, Lal Kuan",Ghaziabad,east,28.635705947876,77.4808044433594,1100.0,Under Construction,New Property,1,2,2,2,1,Semi-Furnished,Flat
1692,8000000,7902.069,"M-1/9, 2nd Floor, Model Town 3, New Delhi-110009, Model Town Phase 3",New Delhi - North,core,28.710844039916992,77.18419647216797,891.0,Under Construction,Resale,0,3,2,1,0,Unfurnished,Flat
1693,4800000,5333.333,"302, Homezope one, 3ed floor shanti nagar, gali no.1, Rajiv Chowk",Gurgaon,west,28.445883,77.033563,900.0,Under Construction,Resale,0,2,2,1,0,Semi-Furnished,Individual House
1694,2400000,3356.643,"M-182, M. P. Enclave, Chakki wali gali, Shastri Nagar, Shastri Nagar",Ghaziabad,east,28.671142578125,77.47815704345703,715.0,Under Construction,Resale,0,2,2,1,0,Unfurnished,Flat
1695,5500000,4583.333,"50 street number 7 uttam nagar, Uttam Nagar",New Delhi - West,north,28.621288299560547,77.05307006835938,1200.0,Under Construction,Resale,0,4,2,3,0,Semi-Furnished,Flat
1696,4900000,3525.18,Tech Zone,Greater Noida,east,28.400922,77.51969,1390.0,Under Construction,Resale,0,3,2,0,0,Unfurnished,Individual House
1697,12820000,7902.069,"S-382, 3 rd floor front side, Panchsheel Park",New Delhi - South,core,28.541290283203125,77.21900177001953,2000.0,Under Construction,Resale,0,3,3,2,0,Semi-Furnished,Flat
1698,3300000,3316.583,"Migsun green mensionsite c zeta 1 extensiongreater noida u.p, Zeta 1",Greater Noida,east,28.5028971,77.526218,995.0,Under Construction,Resale,0,2,2,3,0,Unfurnished,Flat
1699,6500000,5416.667,Sector 21C,Faridabad,south,28.430349349975582,77.29561614990234,1200.0,Under Construction,Resale,0,3,2,2,0,Semi-Furnished,Flat
1700,6000000,6000.0,"83 A dhawal giri apartment sector 11 noida, Sector 11",Noida,east,28.5979501,77.3347665,1000.0,Under Construction,Resale,2,3,2,0,0,Semi-Furnished,Individual House
1701,4400000,3776.824,"Sector 86, Faridabad, Sector 86",Faridabad,south,28.404368478163,77.3360770274415,1165.0,Under Construction,Resale,0,2,2,3,0,Semi-Furnished,Individual House
1702,12820000,5384.615,Sushant Lok 2,Gurgaon,west,28.423049,77.08741,2050.0,Under Construction,Resale,0,5,5,0,0,Semi-Furnished,Flat
1703,6600000,3799.655,"Plumeria Garden Approach Rd, Plumeria Garden Estate, Omicron III, Greater Noida, Uttar Pradesh, Omicron 3",Greater Noida,east,28.4751606,77.55141449,1737.0,Under Construction,Resale,0,3,3,0,0,Semi-Furnished,Individual House
1704,11500000,6084.656,"Krishna Apra Sapphire, Indirapuram, Ghaziabad, Pin-201014, Indirapuram",Ghaziabad,east,28.638293,77.3658366981482,1890.0,Under Construction,Resale,1,3,3,0,2,Semi-Furnished,Flat
1705,3800000,3819.095,"Greater Noida West, Greater Noida, Greater Noida West",Greater Noida,east,28.606945,77.455578568448,995.0,Under Construction,Resale,1,2,2,3,3,Semi-Furnished,Individual House
1706,5500000,3197.674,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension",Ghaziabad,east,28.7231877154559,77.4446291431121,1720.0,Under Construction,Resale,0,3,3,4,0,Semi-Furnished,Flat
1707,7000000,6363.636,Hari Nagar,New Delhi - West,core,28.624574661254883,77.10897827148438,1100.0,Under Construction,Resale,0,2,2,1,0,Semi-Furnished,Flat
1708,7500000,4711.055,Indirapuram,Ghaziabad,east,28.645795,77.38219,1592.0,Under Construction,Resale,0,3,2,0,0,Semi-Furnished,Individual House
1709,10000000,6711.409,"404, Sector 79",Gurgaon,west,28.37423557,76.95241631,1490.0,Under Construction,Resale,0,3,3,2,0,Semi-Furnished,Flat
1710,6000000,6000.0,"002, 95J, Bharat Residency, sector 15 part2, Near 32 Milestone, Sector 15 Part 2",Gurgaon,west,28.4600887298584,77.044921875,1000.0,Under Construction,Resale,1,2,2,2,1,Furnished,Flat
1711,12820000,5000.0,Meerut Road Industrial Area,Ghaziabad,east,28.694494247436523,77.44287872314453,2050.0,Under Construction,Resale,0,6,4,3,0,Unfurnished,Flat
1712,12000000,6539.51,Dwarka Expressway,Gurgaon,west,28.4450106,76.9584411,1835.0,Under Construction,New Property,1,3,3,4,2,Furnished,Flat
1714,7000000,5102.041,Sector 119,Noida,east,28.5863287948209,77.4010620206905,1372.0,Under Construction,Resale,0,3,3,2,0,Semi-Furnished,Flat
1715,8300000,5928.571,"sec 102 Gurgaon Dwarka  Expressway, Sector 102",Gurgaon,west,28.4763113,76.9716096,1400.0,Under Construction,New Property,0,2,2,3,0,Semi-Furnished,Individual House
1716,3800000,3743.842,"G 112, First Floor, Road Facing, Sector 73",Noida,east,28.591408,77.3884958719927,1015.0,Under Construction,Resale,0,2,2,2,0,Semi-Furnished,Individual House
1717,8500000,5969.101,"opposite Unitech Golf Course, Sector-45, Noida, Uttar Pradesh, Sector 45",Noida,east,28.5465358119836,77.3526684550316,1424.0,Under Construction,Resale,1,3,2,0,3,Semi-Furnished,Individual House
1718,3700000,3130.288,Greater Noida West,Greater Noida,east,28.472251892089844,77.46923065185547,1182.0,Under Construction,Resale,0,2,2,0,0,Unfurnished,Flat
1719,4500000,3829.787,"Chatterpur enclave phase 2, Uttam Nagar",New Delhi - West,north,28.6212874,77.0530735,1175.0,Under Construction,Resale,0,3,2,2,0,Semi-Furnished,Flat
1720,4200000,4038.462,Omicron 1,Greater Noida,east,28.46202278137207,77.55890655517578,1040.0,Under Construction,Resale,2,2,2,2,3,Semi-Furnished,Flat
1721,5200000,4601.77,"Plot No. GH- 08, Sector 168 Noida 201301, Sector 168",Noida,east,28.4962932685044,77.4085199482841,1130.0,Under Construction,Resale,2,2,2,2,0,Semi-Furnished,Individual House
1722,4500000,3249.097,"10., Sector 16",Greater Noida,east,28.577868,77.48322,1385.0,Under Construction,Resale,1,3,3,3,2,Unfurnished,Flat
1723,12820000,7500.0,"E-26., South City 2",Gurgaon,west,28.41786766052246,77.0512466430664,2050.0,Under Construction,Resale,4,4,5,2,1,Unfurnished,Flat
1724,12000000,6400.0,"Sector 33, Gurgaon, Sector 33",Gurgaon,west,28.4315793621749,77.0352442742233,1875.0,Under Construction,Resale,1,3,4,4,2,Semi-Furnished,Flat
1725,2300000,2598.87,Raj Nagar Extension,Ghaziabad,east,28.7224383710452,77.4460352324498,885.0,Under Construction,Resale,0,2,2,3,0,Semi-Furnished,Individual House
1726,2800000,3733.333,"plot 826 flat 36, Shalimar Garden Extension 1",Ghaziabad,east,28.69004821777344,77.34053802490234,750.0,Under Construction,Resale,0,2,2,1,0,Unfurnished,Individual House
1727,9500000,7902.069,Ashok Nagar,New Delhi - West,core,28.6379508972168,77.10189819335938,900.0,Under Construction,Resale,0,2,2,2,0,Unfurnished,Individual House
1728,7000000,4081.633,"sec 25 Greater noida near eastern peripheral expressway, Gautam Buddha University",Greater Noida,east,28.420911,77.526673,1715.0,Under Construction,Resale,2,3,3,2,0,Semi-Furnished,Flat
1729,7500000,6521.739,"b906 Ahinsa vatika Shahdara delhi110032, Ram Nagar",New Delhi - East,core,28.6800087863087,77.292480631864,1150.0,Under Construction,New Property,0,2,2,2,2,Semi-Furnished,Flat
1730,3550000,4437.5,Niti Khand-Indirapuram,Ghaziabad,east,28.6452824,77.3621025,800.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Individual House
1731,4200000,3111.111,"Eta 2, Greater Noida, Eta 2",Greater Noida,east,28.498557,77.5426504561929,1350.0,Under Construction,New Property,0,2,3,2,0,Semi-Furnished,Flat
1732,4000000,5714.286,Kadarpur,Gurgaon,west,28.380985,77.1022799,700.0,Under Construction,Resale,0,2,2,0,0,Unfurnished,Flat
1733,4700000,4065.744,"Sector 134, Noida, Sector 134",Noida,east,28.5039267971638,77.383808,1156.0,Under Construction,New Property,1,2,2,2,0,Semi-Furnished,Flat
1734,4160000,4648.045,Pari Chowk,Greater Noida,east,28.4655907,77.5114027,895.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1735,2700000,4945.055,"supertech Basera, Sector 79 Gurgaon, Sector 79",Gurgaon,west,28.358049,76.983563,546.0,Under Construction,Resale,0,2,2,1,0,Unfurnished,Flat
1736,12820000,6632.391,"C1702, Sector 79, Gurgaon, Delhi NCR, Sector 79",Gurgaon,west,28.35911846,76.975628,1945.0,Under Construction,Resale,1,3,3,4,2,Semi-Furnished,Flat
1737,6000000,6000.0,"441, Rishi Nagar, Rani Bagh, Delhi-34, Rishi Nagar",New Delhi - West,core,28.74346160888672,77.13790893554688,1000.0,Under Construction,Resale,2,3,2,1,0,Semi-Furnished,Flat
1738,5200000,5777.778,"Gali no. 7, nala paar, Balbir Nagar Extension",New Delhi - East,core,28.685476303100582,77.28909301757812,900.0,Under Construction,Resale,0,3,2,1,0,Semi-Furnished,Individual House
1739,12820000,7343.413,"Sector 102, Gurugram, Haryana, Sector 102",Gurgaon,west,28.474076,77.10632,1852.0,Under Construction,Resale,1,3,3,3,3,Unfurnished,Flat
1740,8000000,4892.966,"506 ahinsa khand 2 indirapuram, Ahinsa Khand 2",Ghaziabad,east,28.645570755004883,77.38481903076172,1635.0,Under Construction,Resale,0,2,2,1,0,Furnished,Individual House
1741,5500000,3928.571,Indirapuram,Ghaziabad,east,28.64934730529785,77.36962890625,1400.0,Under Construction,Resale,0,2,2,0,0,Furnished,Individual House
1742,4500000,3488.372,Greater Noida West,Greater Noida,east,28.6135625826237,77.4436160798884,1290.0,Under Construction,New Property,0,3,2,3,0,Semi-Furnished,Flat
1743,5600000,5333.333,"1101, Neelpadam2, Plot No-25, Sector-4, Vaishali, Ghazaiabd-201010, Sector 4 Vaishali",Ghaziabad,east,28.646296648777646,77.33778032107925,1050.0,Under Construction,Resale,0,2,2,1,2,Furnished,Flat
1744,3000000,5415.162,Dwarka-Manesar Expressway,Gurgaon,west,28.51348116,76.971479,554.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1745,12820000,7490.218,Sector 32 Sohna,Gurgaon,west,28.251834,77.067419,1789.0,Under Construction,Resale,2,3,3,0,0,Semi-Furnished,Flat
1746,12820000,6756.757,Wazirabad,Gurgaon - North,core,28.7294979,77.224515,2050.0,Under Construction,Resale,0,4,3,0,0,Unfurnished,Individual House
1747,12000000,7902.069,"113 c, Mayur Vihar 1",New Delhi - East,core,28.611505,77.297085,1350.0,Under Construction,Resale,0,3,2,2,0,Semi-Furnished,Individual House
1748,8900000,4395.062,"h1104 SKYZ, Ramprastha City, Sector 37D, Gurgaon, Sector 37D",Gurgaon,west,28.448734,76.971233,2025.0,Under Construction,Resale,0,3,4,2,0,Semi-Furnished,Flat
1750,12000000,7902.069,"90/58B, 3rd, floor Malviya Nagar New Delhi 110017, Malviya Nagar",New Delhi - South,core,28.53483009338379,77.20977783203125,1100.0,Under Construction,Resale,0,2,2,2,0,Furnished,Flat
1751,12820000,6613.757,"sec 48 p-block ashiyana silver crest society, Sector 48",Gurgaon,west,28.41492080688477,77.03590393066406,2050.0,Under Construction,Resale,0,3,3,2,0,Semi-Furnished,Flat
1752,7300000,4605.678,"Siddharth Vihar next to Indirapuram, Siddhartha Vihar",Ghaziabad,east,28.6390982,77.412377,1585.0,Under Construction,Resale,0,3,3,1,0,Unfurnished,Flat
1753,6000000,5454.545,"old dlf colony, mehrauli road, gurgaon, Old Gurgaon",Gurgaon,west,28.481809616088867,76.99907684326172,1100.0,Under Construction,Resale,0,3,2,1,0,Unfurnished,Flat
1754,4500000,5357.143,Sector 143 B,Noida,east,28.495486,77.25219,840.0,Under Construction,Resale,0,2,2,3,0,Unfurnished,Flat
1755,2500000,2659.574,"Tila Mode. Faruk Nagar Ghaziabad UP, Bhopura",Ghaziabad,east,28.728555,77.337353,940.0,Under Construction,Resale,0,2,2,2,0,Semi-Furnished,Individual House
1756,5500000,3654.485,Noida Extension,Greater Noida,east,28.616346,77.362221,1505.0,Under Construction,Resale,0,3,2,0,0,Unfurnished,Flat
1757,3500000,3181.818,Eta 2,Greater Noida,east,28.4988571,77.5409299,1100.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1758,4200000,4200.0,"1070 Ward No. 1 Mehrauli, Mehrauli Village",New Delhi - South,core,28.520551681518555,77.18038177490234,1000.0,Under Construction,Resale,0,2,2,0,0,Unfurnished,Flat
1759,3000000,3571.429,"NH 24, Ghaziabad, NH 24",Ghaziabad,east,28.683082,77.50921,840.0,Under Construction,Resale,0,2,2,2,4,Semi-Furnished,Individual House
1760,5300000,4902.868,Sector 36 Sohna,Gurgaon,west,28.422652,77.037603,1081.0,Under Construction,New Property,0,3,2,2,0,Unfurnished,Flat
1761,8600000,4872.521,"sector-77, Sector 77",Noida,east,28.569317,77.39237,1765.0,Under Construction,New Property,0,3,3,6,0,Semi-Furnished,Flat
1762,2800000,5185.185,"A-56, gali no. 5, om nagar, meethapur, badarpur, new delhi, Mithapur",New Delhi - South,east,28.49112892150879,77.32815551757812,540.0,Under Construction,Resale,0,3,2,1,0,Unfurnished,Flat
1763,8000000,6177.606,"Home Loan Takeover /Transfer Available, Sector 34",Noida,east,28.583416,77.3646043352326,1295.0,Under Construction,Resale,0,3,2,0,0,Semi-Furnished,Flat
1764,4500000,4225.352,"Noida Extension, Noida, Greater Noida West",Noida,east,28.575631,77.441177,1065.0,Under Construction,Resale,1,2,2,4,2,Semi-Furnished,Individual House
1765,6300000,4228.188,"flat no I 8010 Raj nager ext Gziyabadad, Raj Nagar Extension",Ghaziabad,east,28.70217,77.430308,1490.0,Under Construction,New Property,0,3,3,4,2,Semi-Furnished,Flat
1766,3350000,2757.202,Sain Vihar,Ghaziabad,east,28.6324375,77.4344779,1215.0,Under Construction,Resale,0,2,2,0,0,Furnished,Flat
1767,8500000,5689.424,Sant Nagar Burari,New Delhi - North,core,28.740478515625,77.1974868774414,1494.0,Under Construction,Resale,0,4,2,1,0,Semi-Furnished,Individual House
1769,12820000,7500.0,Sohna Road,Gurgaon,west,28.4102438,77.0411697,2000.0,Under Construction,Resale,1,3,3,5,0,Semi-Furnished,Individual House
1770,6000000,3886.01,Greater Noida West,Greater Noida,east,28.6178251468794,77.4242693207998,1544.0,Under Construction,Resale,0,3,2,0,0,Semi-Furnished,Flat
1772,8130000,5194.888,Sector 70,Gurgaon,west,28.39870294,77.017943,1565.0,Under Construction,Resale,0,3,3,0,0,Unfurnished,Flat
1773,4800000,4873.096,"Flat No 501, 5th Floor Antriksh Golf View Tower B, Sector 78, Noida, Sector 78",Noida,east,28.5575028022171,77.386464965331,985.0,Under Construction,Resale,0,2,2,2,0,Semi-Furnished,Flat
1774,9000000,5555.556,Indirapuram,Ghaziabad,east,28.6437431561802,77.3827590230814,1620.0,Under Construction,Resale,0,3,2,3,0,Semi-Furnished,Flat
1775,7000000,7777.778,New Gurgaon,Gurgaon,west,28.397104,76.8841009,900.0,Under Construction,Resale,1,3,3,2,0,Semi-Furnished,Flat
1776,3500000,3553.299,"Noida Extension, Noida, Noida Extension",Noida,east,28.5928,77.45534576119249,985.0,Under Construction,Resale,1,2,2,3,3,Semi-Furnished,Flat
1777,4770000,3201.342,"Flat number 902, Tower B, Tronica City",Ghaziabad,east,28.7796544751661,77.2596225703299,1490.0,Under Construction,New Property,0,3,2,3,0,Semi-Furnished,Flat
1778,3000000,3750.0,"C-Block, Shalimar Garden Extension-2, Shalimar garden",Ghaziabad,east,28.6895689,77.3386129,800.0,Under Construction,Resale,0,2,2,1,0,Unfurnished,Flat
1779,5500000,3630.363,"B 1612 mahalauxmi green mansion Zeta 1Greater Noida, Zeta 1",Greater Noida,east,28.507724029974728,77.52093696333596,1515.0,Under Construction,Resale,0,3,2,3,0,Semi-Furnished,Flat
1780,6100000,6421.053,"f bock, Kavi Nagar",Ghaziabad,east,28.663185119628903,77.45219421386719,950.0,Under Construction,Resale,0,4,3,1,0,Furnished,Individual House
1781,4400000,3520.0,"E202., Raj Nagar Extension",Ghaziabad,east,28.701595,77.427639,1250.0,Under Construction,Resale,0,3,2,3,0,Semi-Furnished,Flat
1782,12820000,7902.069,"A-277., Sector 8 Dwarka",New Delhi - Dwarka,south,28.571273803710938,77.0731430053711,1920.0,Under Construction,New Property,0,3,4,2,0,Unfurnished,Individual House
1783,3500000,3111.111,NH 24,Ghaziabad,east,28.638572,77.4308515,1125.0,Under Construction,Resale,0,3,2,3,0,Semi-Furnished,Flat
1784,4100000,3522.337,"Tower E 12th Floor, Omicron 3",Greater Noida,east,28.4772235566093,77.5510646237377,1164.0,Under Construction,Resale,0,2,2,3,0,Semi-Furnished,Flat
1785,4500000,3333.333,Raj Nagar Extension,Ghaziabad,east,28.7068974705185,77.429488,1350.0,Under Construction,Resale,0,3,2,3,0,Semi-Furnished,Flat
1786,4500000,6250.0,"RZ-D-1/5 B, 2nd Floor, Gali no.5, Mahavir Enclave Part 1",New Delhi - Dwarka,south,28.59803581237793,77.07652282714844,720.0,Under Construction,Resale,0,2,2,1,0,Unfurnished,Flat
1788,12820000,6677.35,"RC35 Archana Enclave Khora, Sector 57",Noida,east,28.611162185668945,77.35135650634766,2050.0,Under Construction,Resale,1,10,8,4,0,Unfurnished,Flat
1789,4900000,3635.015,Sector 91,Gurgaon,west,28.401981,76.922149,1348.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1790,5800000,6338.798,Sector 78,Noida,east,28.5606725,77.386597,915.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1791,10000000,4572.474,"Celebrity Tower, Sector 37",Faridabad,south,28.4814604,77.3115154,2050.0,Under Construction,Resale,0,3,3,0,0,Unfurnished,Flat
1792,3200000,3206.413,"avantika II, Chiranjiv vihar, Ghaziabad, Chiranjeev Vihar",Ghaziabad,east,28.6698529,77.4656257,998.0,Under Construction,Resale,1,2,2,0,0,Furnished,Individual House
1793,12820000,7902.069,"Emaar The Enclave, Sector 66",Gurgaon,west,28.400043,77.054707,1920.0,Under Construction,New Property,7,3,3,3,2,Semi-Furnished,Individual House
1794,5000000,3703.704,Noida Extension,Greater Noida,east,28.604884,77.425914,1350.0,Under Construction,Resale,0,3,2,3,0,Furnished,Flat
1795,5500000,4230.769,"Vasundhara, Ghaziabad, Vasundhara Sector 19",Ghaziabad,east,28.6540292858905,77.3530027683043,1300.0,Under Construction,Resale,0,2,2,2,0,Semi-Furnished,Flat
1796,4700000,4272.727,"C-16, Greater Noida, C-16",Greater Noida,east,28.453581,77.556221,1100.0,Under Construction,Resale,0,2,2,4,0,Semi-Furnished,Flat
1797,2700000,4186.047,"Sector 89, Faridabad, Sector 89",Faridabad,south,28.417914,77.365172,645.0,Under Construction,Resale,1,3,2,3,0,Unfurnished,Individual House
1799,4800000,6666.667,"shivaji nagar . near batra hospital. gurgaon, Shivaji Nagar",Gurgaon,west,28.463535461427,77.0252858399741,720.0,Under Construction,New Property,0,2,2,1,0,Semi-Furnished,Flat
1800,5800000,5272.727,Sector 3 Rajendra Nagar,Ghaziabad,east,28.6853926,77.364315,1100.0,Under Construction,Resale,0,3,2,0,0,Semi-Furnished,Individual House
1802,7500000,7500.0,Sant Nagar,New Delhi - West,core,28.68980407714844,77.13180541992188,1000.0,Under Construction,Resale,0,2,2,0,0,Unfurnished,Individual House
1803,5100000,3761.062,Greater Noida West,Greater Noida,east,28.605958,77.444512,1356.0,Under Construction,New Property,1,3,3,3,0,Semi-Furnished,Individual House
1804,4200000,3783.784,"Indirapuram, Ghaziabad, Indirapuram",Ghaziabad,east,28.6359146541638,77.376744,1110.0,Under Construction,Resale,0,2,2,1,0,Semi-Furnished,Individual House
1805,5500000,3928.571,Ashoka Enclave Part 1,Faridabad,south,28.4684764,77.3138971,1400.0,Under Construction,Resale,1,2,2,2,0,Semi-Furnished,Individual House
1806,3200000,3248.731,"553, 5th floor, Govindpuram",Ghaziabad,east,28.687809,77.478751,985.0,Under Construction,New Property,0,2,2,2,0,Semi-Furnished,Flat
1807,3200000,3047.619,"M1B Banke Bihari Kunj A3, Sahibabad",Ghaziabad,east,28.685675,77.3503251,1050.0,Under Construction,Resale,0,2,2,1,0,Semi-Furnished,Individual House
1808,10000000,5263.158,Jheel Khurenja,New Delhi - East,core,28.656831741333008,77.27430725097656,1900.0,Under Construction,Resale,0,4,3,1,0,Unfurnished,Individual House
1809,2880000,3356.643,NH 24,Ghaziabad,east,28.6508849377696,77.4900566041336,858.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Individual House
1810,5700000,5700.0,"Block C, Mohan Garden",New Delhi - West,north,28.634746551513672,77.04913330078125,1000.0,Under Construction,New Property,1,3,3,1,0,Semi-Furnished,Flat
1811,9650000,5026.042,"dlf new town heights Phase 3 Sector 91 Gurugram Haryana 122505, Sector 91",Gurgaon,west,28.401801,76.916426,1920.0,Under Construction,Resale,1,3,3,3,2,Semi-Furnished,Flat
1812,5300000,3785.714,"A-44, Sec-65, Block B, Alpha I, Greater Noida, Uttar Pradesh, Omicron",Greater Noida,east,28.473679,77.506258,1400.0,Under Construction,Resale,0,3,3,0,0,Semi-Furnished,Flat
1813,4200000,4941.176,"D10 park viwe apartment gandhi nagar Ghaziabad, Gandhi Nagar",Ghaziabad,east,28.654800415039062,77.43866729736328,850.0,Under Construction,Resale,0,2,2,2,0,Furnished,Flat
1814,11500000,6052.632,"Indirapuram, Ghaziabad, Vaibhav Khand",Ghaziabad,east,28.63570976257324,77.3656005859375,1900.0,Under Construction,Resale,0,3,2,3,0,Unfurnished,Individual House
1815,3500000,3888.889,"pilot no 801 salimar garden ext 1 Ghaziyabad, Shalimar Garden Extension 1",Ghaziabad,east,28.71382141113281,77.28551483154297,900.0,Under Construction,Resale,0,2,2,1,0,Semi-Furnished,Flat
1816,7500000,4914.81,"Flat no 303 tower A 1 Shipra Suncity Indirapuram Ghaziabad., Indirapuram",Ghaziabad,east,28.638636,77.3704988460577,1526.0,Under Construction,Resale,2,3,3,4,2,Semi-Furnished,Individual House
1817,3400000,3777.778,Sector 6 Vaishali,Ghaziabad,east,28.6485885,77.3533389,900.0,Under Construction,Resale,1,2,2,0,0,Semi-Furnished,Flat
1818,3900000,3083.004,Sector 70,Faridabad,south,28.3427955,77.350168,1265.0,Under Construction,Resale,0,2,2,0,0,Semi-Furnished,Flat
1819,10000000,5128.205,Indirapuram,Ghaziabad,east,28.6493479,77.3696259,1950.0,Under Construction,Resale,0,4,4,0,0,Semi-Furnished,Individual House
1820,7500000,6000.0,Sector 76,Noida,east,28.5643390280608,77.3836018881462,1250.0,Under Construction,Resale,0,3,2,4,0,Semi-Furnished,Individual House
1821,12820000,5968.17,"Sector 80, Gurgaon, Sector 80",Gurgaon,west,28.37561513,76.95761609,2050.0,Under Construction,Resale,1,3,3,4,2,Semi-Furnished,Flat
1822,9800000,4900.0,Sector 45,Faridabad,south,28.4509204,77.3008634,2000.0,Under Construction,New Property,0,4,4,2,0,Semi-Furnished,Flat
1823,7500000,3333.333,Chipiyana Buzurg,Ghaziabad,east,28.6259164,77.4528639,2050.0,Under Construction,Resale,0,3,3,0,0,Furnished,Flat
1824,12820000,6585.366,"H. No. 2913 sector 57 gurgaon, Sector 57 Block F",Gurgaon,west,28.4187920787929,77.0856545237626,2050.0,Under Construction,Resale,1,3,3,2,1,Semi-Furnished,Individual House
